#UC Berkeley, ABC 1.01 (compiled Jan 25 2024 13:39:36)
#abc 01> read_bench "./lazy_cleaned_keyed2/lf1462.bench"
#abc 02> bfs
#BFS Adjacency Tags Updating...
#Adjacency tags successfully updated. Run "list" command to list network.
#abc 02> scan
#
#Launching Leakage Analysis...
#
#Set Number of Keys considered to: 7
#
#Network List:
Node n91:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 2	KIF = 2 	Adj. Tag = 5
Node n1286$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 278	KIF = 200 	Adj. Tag = 1121
Node n1287$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 280	KIF = 201 	Adj. Tag = 1163
Node n1288$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 282	KIF = 210 	Adj. Tag = 1210
Node n1291$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 273	KIF = 196 	Adj. Tag = 978
Node n1292$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 275	KIF = 197 	Adj. Tag = 1029
Node n1293$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 284	KIF = 213 	Adj. Tag = 1252
Node n1294$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 286	KIF = 214 	Adj. Tag = 1283
Node n1295$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 288	KIF = 215 	Adj. Tag = 1311
Node n1296$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 290	KIF = 215 	Adj. Tag = 1337
Node n1297$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 250	KIF = 182 	Adj. Tag = 511
Node n1298$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 531
Node n1299$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 254	KIF = 184 	Adj. Tag = 582
Node n1300$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 256	KIF = 185 	Adj. Tag = 608
Node n1301$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 258	KIF = 186 	Adj. Tag = 629
Node n1302$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 292	KIF = 220 	Adj. Tag = 1360
Node n1303$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 294	KIF = 221 	Adj. Tag = 1386
Node n1304$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 296	KIF = 223 	Adj. Tag = 1418
Node n1305$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 298	KIF = 224 	Adj. Tag = 1445
Node n1306$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 256	KIF = 184 	Adj. Tag = 609
Node n1307$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 258	KIF = 185 	Adj. Tag = 630
Node n1308$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 300	KIF = 225 	Adj. Tag = 1468
Node n1309$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 302	KIF = 225 	Adj. Tag = 1490
Node n1310$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 304	KIF = 228 	Adj. Tag = 1514
Node n1311$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 306	KIF = 229 	Adj. Tag = 1536
Node n1312$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 288	KIF = 214 	Adj. Tag = 1312
Node n1313$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 290	KIF = 214 	Adj. Tag = 1338
Node n1322$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 328	KIF = 334 	Adj. Tag = 1687
Node n1323$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 330	KIF = 335 	Adj. Tag = 1697
Node n1324$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 332	KIF = 363 	Adj. Tag = 1706
Node n1325$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 334	KIF = 363 	Adj. Tag = 1714
Node n1326$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 336	KIF = 363 	Adj. Tag = 1720
Node n1327$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 338	KIF = 364 	Adj. Tag = 1725
Node n1328$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 340	KIF = 378 	Adj. Tag = 1729
Node po02$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 342	KIF = 379 	Adj. Tag = 1733
Node n1331$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 184 	Adj. Tag = 531
Node n1332$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 185 	Adj. Tag = 583
Node n1340$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 264	KIF = 188 	Adj. Tag = 769
Node n1341$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 266	KIF = 188 	Adj. Tag = 802
Node n1342$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 268	KIF = 191 	Adj. Tag = 837
Node n1343$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 5,	Level = 270	KIF = 192 	Adj. Tag = 884
Node n1352$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 280	KIF = 203 	Adj. Tag = 1164
Node n1353$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 282	KIF = 203 	Adj. Tag = 1211
Node n1369$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 281	KIF = 212 	Adj. Tag = 1193
Node n1370$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 283	KIF = 213 	Adj. Tag = 1237
Node n1371$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 285	KIF = 213 	Adj. Tag = 1276
Node n1372$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 287	KIF = 214 	Adj. Tag = 1305
Node n1373$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 289	KIF = 215 	Adj. Tag = 1331
Node n1374$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 291	KIF = 216 	Adj. Tag = 1355
Node n1383$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 320	KIF = 324 	Adj. Tag = 1650
Node n1384$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 322	KIF = 325 	Adj. Tag = 1660
Node n1385$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 324	KIF = 354 	Adj. Tag = 1671
Node n1386$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 326	KIF = 355 	Adj. Tag = 1680
Node n1387$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 328	KIF = 356 	Adj. Tag = 1688
Node n1388$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 330	KIF = 357 	Adj. Tag = 1697
Node n1389$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 289	KIF = 214 	Adj. Tag = 1331
Node n1390$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 291	KIF = 214 	Adj. Tag = 1355
Node n1391$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 532
Node n1392$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 183 	Adj. Tag = 583
Node n1393$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 210	KIF = 160 	Adj. Tag = 483
Node n1394$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 212	KIF = 160 	Adj. Tag = 484
Node n1395$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 256	KIF = 184 	Adj. Tag = 609
Node n1396$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 258	KIF = 184 	Adj. Tag = 630
Node n1397$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 681
Node n1398$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 186 	Adj. Tag = 733
Node n1399$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 293	KIF = 218 	Adj. Tag = 1382
Node n1400$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 295	KIF = 219 	Adj. Tag = 1413
Node n1401$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 297	KIF = 220 	Adj. Tag = 1441
Node n1402$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 299	KIF = 221 	Adj. Tag = 1465
Node n1403$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 681
Node n1404$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 186 	Adj. Tag = 733
Node n1405$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 301	KIF = 224 	Adj. Tag = 1487
Node n1406$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 303	KIF = 224 	Adj. Tag = 1511
Node n1407$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 305	KIF = 227 	Adj. Tag = 1533
Node n1408$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 307	KIF = 228 	Adj. Tag = 1554
Node n1409$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 332	KIF = 370 	Adj. Tag = 1706
Node po03$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 334	KIF = 371 	Adj. Tag = 1715
Node n1411$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 276	KIF = 194 	Adj. Tag = 1057
Node n1412$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 4,	Level = 278	KIF = 194 	Adj. Tag = 1121
Node n1413$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 278	KIF = 199 	Adj. Tag = 1122
Node n1414$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 280	KIF = 199 	Adj. Tag = 1164
Node n1418$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 532
Node n1419$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 184 	Adj. Tag = 584
Node n1427$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 264	KIF = 186 	Adj. Tag = 770
Node n1428$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 266	KIF = 187 	Adj. Tag = 802
Node n1429$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 268	KIF = 190 	Adj. Tag = 838
Node n1430$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 270	KIF = 190 	Adj. Tag = 884
Node n1439$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 280	KIF = 209 	Adj. Tag = 1165
Node n1440$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 282	KIF = 210 	Adj. Tag = 1211
Node n1441$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 284	KIF = 219 	Adj. Tag = 1252
Node n1444$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 272	KIF = 192 	Adj. Tag = 947
Node n1445$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 274	KIF = 193 	Adj. Tag = 991
Node n1448$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 278	KIF = 201 	Adj. Tag = 1122
Node n1449$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 280	KIF = 201 	Adj. Tag = 1165
Node n1450$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 286	KIF = 224 	Adj. Tag = 1284
Node n1451$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 288	KIF = 225 	Adj. Tag = 1312
Node n1452$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 290	KIF = 225 	Adj. Tag = 1338
Node n1453$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 292	KIF = 226 	Adj. Tag = 1361
Node n1454$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 533
Node n1455$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 184 	Adj. Tag = 584
Node n1456$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 192	KIF = 153 	Adj. Tag = 471
Node n1457$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 194	KIF = 153 	Adj. Tag = 472
Node n1458$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 256	KIF = 185 	Adj. Tag = 610
Node n1459$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 258	KIF = 186 	Adj. Tag = 631
Node n1460$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 187 	Adj. Tag = 682
Node n1461$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 188 	Adj. Tag = 734
Node n1462$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 294	KIF = 233 	Adj. Tag = 1387
Node n1463$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 296	KIF = 233 	Adj. Tag = 1418
Node n1464$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 298	KIF = 235 	Adj. Tag = 1446
Node n1465$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 300	KIF = 236 	Adj. Tag = 1468
Node n1466$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 187 	Adj. Tag = 682
Node n1467$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 188 	Adj. Tag = 734
Node n1468$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 302	KIF = 238 	Adj. Tag = 1491
Node n1469$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 304	KIF = 239 	Adj. Tag = 1515
Node n1470$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 306	KIF = 242 	Adj. Tag = 1537
Node n1471$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 308	KIF = 243 	Adj. Tag = 1558
Node n1472$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 290	KIF = 225 	Adj. Tag = 1339
Node n1473$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 292	KIF = 226 	Adj. Tag = 1361
Node n1474$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 310	KIF = 281 	Adj. Tag = 1577
Node n1475$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 312	KIF = 282 	Adj. Tag = 1597
Node n1476$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 314	KIF = 290 	Adj. Tag = 1616
Node n1477$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 316	KIF = 291 	Adj. Tag = 1629
Node n1478$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 318	KIF = 293 	Adj. Tag = 1639
Node n1492$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 329	KIF = 314 	Adj. Tag = 1692
Node n1493$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 331	KIF = 314 	Adj. Tag = 1702
Node n1494$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 333	KIF = 355 	Adj. Tag = 1710
Node n1495$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 335	KIF = 356 	Adj. Tag = 1717
Node n1496$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 337	KIF = 357 	Adj. Tag = 1722
Node n1497$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 339	KIF = 357 	Adj. Tag = 1727
Node n1498$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 341	KIF = 374 	Adj. Tag = 1731
Node po04$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 343	KIF = 375 	Adj. Tag = 1735
Node n1501$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 533
Node n1502$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 183 	Adj. Tag = 585
Node n1510$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 264	KIF = 187 	Adj. Tag = 770
Node n1511$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 266	KIF = 188 	Adj. Tag = 803
Node n1512$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 268	KIF = 189 	Adj. Tag = 838
Node n1513$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 270	KIF = 190 	Adj. Tag = 885
Node n1514$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 272	KIF = 192 	Adj. Tag = 947
Node n1515$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 274	KIF = 193 	Adj. Tag = 991
Node n1522$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 272	KIF = 193 	Adj. Tag = 948
Node n1523$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 274	KIF = 194 	Adj. Tag = 992
Node n1528$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 284	KIF = 214 	Adj. Tag = 1253
Node n1529$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 286	KIF = 215 	Adj. Tag = 1284
Node n1530$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 288	KIF = 218 	Adj. Tag = 1313
Node n1531$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 290	KIF = 219 	Adj. Tag = 1339
Node n1538$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 272	KIF = 193 	Adj. Tag = 948
Node n1539$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 274	KIF = 194 	Adj. Tag = 992
Node n1540$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 272	KIF = 190 	Adj. Tag = 949
Node n1541$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 274	KIF = 191 	Adj. Tag = 993
Node n1544$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 278	KIF = 202 	Adj. Tag = 1123
Node n1545$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 280	KIF = 203 	Adj. Tag = 1166
Node n1548$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 286	KIF = 220 	Adj. Tag = 1285
Node n1549$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 288	KIF = 221 	Adj. Tag = 1313
Node n1550$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 292	KIF = 236 	Adj. Tag = 1362
Node n1551$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 294	KIF = 237 	Adj. Tag = 1387
Node n1552$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 296	KIF = 238 	Adj. Tag = 1419
Node n1553$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 298	KIF = 239 	Adj. Tag = 1446
Node n1554$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 252	KIF = 183 	Adj. Tag = 534
Node n1555$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 254	KIF = 184 	Adj. Tag = 585
Node n1556$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 189	KIF = 151 	Adj. Tag = 470
Node n1557$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 191	KIF = 152 	Adj. Tag = 471
Node n1558$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 256	KIF = 185 	Adj. Tag = 610
Node n1559$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 258	KIF = 186 	Adj. Tag = 631
Node n1560$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 187 	Adj. Tag = 683
Node n1561$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 188 	Adj. Tag = 735
Node n1562$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 300	KIF = 246 	Adj. Tag = 1469
Node n1563$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 302	KIF = 247 	Adj. Tag = 1491
Node n1564$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 304	KIF = 249 	Adj. Tag = 1515
Node n1565$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 306	KIF = 250 	Adj. Tag = 1537
Node n1566$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 260	KIF = 186 	Adj. Tag = 683
Node n1567$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 262	KIF = 187 	Adj. Tag = 735
Node n1568$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 308	KIF = 252 	Adj. Tag = 1558
Node n1569$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 310	KIF = 253 	Adj. Tag = 1578
Node n1570$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 312	KIF = 256 	Adj. Tag = 1598
Node n1571$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 314	KIF = 257 	Adj. Tag = 1616
Node n1572$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 296	KIF = 238 	Adj. Tag = 1419
Node n1573$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 298	KIF = 238 	Adj. Tag = 1447
Node n1582$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 325	KIF = 306 	Adj. Tag = 1676
